Rapid Ronin Transactions,Fast Ronin Transactions,Standard Ronin Transactions,Slow Ronin Transactions,Rapid Deposit ETH,Fast Deposit ETH,Standard Deposit ETH,Slow Deposit ETH,Rapid Withdraw ETH,Fast Withdraw ETH,Standard Withdraw ETH,Slow Withdraw ETH,Rapid Deposit AXS,Fast Deposit AXS,Standard Deposit AXS,Slow Deposit AXS,Rapid Withdraw AXS,Fast Withdraw AXS,Standard Withdraw AXS,Slow Withdraw AXS,Rapid Deposit SLP,Fast Deposit SLP,Standard Deposit SLP,Slow Deposit SLP,Rapid Withdraw SLP,Fast Withdraw SLP,Standard Withdraw SLP,Slow Withdraw SLP,Rapid Ethereum: Send ETH,Fast Ethereum: Send ETH,Standard Ethereum: Send ETH,Slow Ethereum: Send ETH,Rapid Ethereum: Send AXS,Fast Ethereum: Send AXS,Standard Ethereum: Send AXS,Slow Ethereum: Send AXS,Rapid Ethereum: Send SLP,Fast Ethereum: Send SLP,Standard Ethereum: Send SLP,Slow Ethereum: Send SLP,DT_HR
$0,$0,$0,$0,$53.68,$47.45,$46.47,$46.47,$67.85,$59.98,$58.74,$58.74,$47.64,$42.11,$41.24,$41.24,$60.32,$53.31,$52.22,$52.22,$47.62,$42.1,$41.23,$41.23,$63.08,$55.76,$54.61,$54.61,$6.88,$6.08,$5.96,$5.96,$11.66,$10.31,$10.09,$10.09,$12.16,$10.75,$10.53,$10.53,26/08/2021 20:41:37
$0,$0,$0,$0,$61.8,$49.75,$49.24,$49.24,$78.12,$62.88,$62.23,$62.23,$54.84,$44.15,$43.69,$43.69,$69.44,$55.9,$55.32,$55.32,$54.83,$44.14,$43.68,$43.68,$72.62,$58.46,$57.86,$57.86,$7.93,$6.38,$6.31,$6.31,$13.42,$10.81,$10.69,$10.69,$14,$11.27,$11.15,$11.15,26/08/2021 20:42:45
$0,$0,$0,$0,$50.09,$47.23,$46.72,$46.72,$63.32,$59.7,$59.05,$59.05,$44.45,$41.91,$41.46,$41.46,$56.29,$53.07,$52.49,$52.49,$44.44,$41.9,$41.45,$41.45,$58.87,$55.5,$54.9,$54.9,$6.42,$6.06,$5.99,$5.99,$10.88,$10.26,$10.15,$10.15,$11.35,$10.7,$10.58,$10.58,26/08/2021 20:43:54
$0,$0,$0,$0,$55.8,$49.32,$48.81,$48.81,$70.53,$62.34,$61.69,$61.69,$49.51,$43.76,$43.31,$43.31,$62.69,$55.41,$54.84,$54.84,$49.5,$43.75,$43.3,$43.3,$65.57,$57.95,$57.35,$57.35,$7.16,$6.32,$6.26,$6.26,$12.12,$10.71,$10.6,$10.6,$12.64,$11.17,$11.06,$11.06,26/08/2021 20:45:01
$0,$0,$0,$0,$54.08,$45.86,$45.11,$45.11,$68.35,$57.97,$57.01,$57.01,$47.99,$40.7,$40.03,$40.03,$60.76,$51.53,$50.68,$50.68,$47.98,$40.69,$40.02,$40.02,$63.55,$53.9,$53.01,$53.01,$6.93,$5.88,$5.78,$5.78,$11.75,$9.96,$9.8,$9.8,$12.25,$10.39,$10.22,$10.22,26/08/2021 20:46:09
$0,$0,$0,$0,$52.74,$46.03,$45.52,$45.52,$66.66,$58.19,$57.54,$57.54,$46.8,$40.85,$40.4,$40.4,$59.26,$51.73,$51.15,$51.15,$46.79,$40.84,$40.39,$40.39,$61.97,$54.1,$53.49,$53.49,$6.76,$5.9,$5.84,$5.84,$11.45,$10,$9.89,$9.89,$11.95,$10.43,$10.31,$10.31,26/08/2021 20:47:20
$0,$0,$0,$0,$56.83,$48.06,$47.55,$47.55,$71.84,$60.75,$60.1,$60.1,$50.43,$42.65,$42.2,$42.2,$63.86,$54,$53.43,$53.43,$50.42,$42.64,$42.19,$42.19,$66.79,$56.48,$55.88,$55.88,$7.29,$6.16,$6.1,$6.1,$12.34,$10.44,$10.33,$10.33,$12.88,$10.89,$10.77,$10.77,26/08/2021 20:48:27
$0,$0,$0,$0,$66.57,$53.63,$52.95,$52.95,$84.15,$67.79,$66.93,$66.93,$59.08,$47.6,$46.99,$46.99,$74.8,$60.26,$59.5,$59.5,$59.06,$47.58,$46.98,$46.98,$78.23,$63.03,$62.23,$62.23,$8.54,$6.88,$6.79,$6.79,$14.46,$11.65,$11.5,$11.5,$15.08,$12.15,$12,$12,26/08/2021 20:49:38
$0,$0,$0,$0,$62.48,$57.36,$56.85,$56.85,$78.98,$72.5,$71.86,$71.86,$55.45,$50.9,$50.45,$50.45,$70.21,$64.45,$63.88,$63.88,$55.43,$50.89,$50.43,$50.43,$73.42,$67.4,$66.8,$66.8,$8.01,$7.36,$7.29,$7.29,$13.57,$12.46,$12.35,$12.35,$14.15,$12.99,$12.88,$12.88,26/08/2021 20:50:45
$0,$0,$0,$0,$56.78,$45.76,$45.25,$45.25,$71.77,$57.84,$57.19,$57.19,$50.39,$40.61,$40.15,$40.15,$63.8,$51.42,$50.84,$50.84,$50.37,$40.6,$40.14,$40.14,$66.72,$53.77,$53.17,$53.17,$7.28,$5.87,$5.8,$5.8,$12.33,$9.94,$9.83,$9.83,$12.86,$10.37,$10.25,$10.25,26/08/2021 20:51:56
$0,$0,$0,$0,$53.56,$42.71,$41.95,$41.95,$67.7,$53.99,$53.02,$53.02,$47.53,$37.91,$37.22,$37.22,$60.18,$48,$47.13,$47.13,$47.52,$37.9,$37.22,$37.22,$62.94,$50.2,$49.29,$49.29,$6.87,$5.48,$5.38,$5.38,$11.63,$9.28,$9.11,$9.11,$12.13,$9.68,$9.5,$9.5,26/08/2021 20:53:05
$0,$0,$0,$0,$67.26,$56.21,$55.7,$55.7,$85.02,$71.05,$70.4,$70.4,$59.69,$49.88,$49.43,$49.43,$75.58,$63.16,$62.58,$62.58,$59.68,$49.87,$49.41,$49.41,$79.04,$66.05,$65.45,$65.45,$8.63,$7.21,$7.14,$7.14,$14.61,$12.21,$12.1,$12.1,$15.24,$12.73,$12.62,$12.62,26/08/2021 20:54:14
$0,$0,$0,$0,$52.02,$40.21,$39.7,$39.7,$65.75,$50.83,$50.18,$50.18,$46.16,$35.68,$35.23,$35.23,$58.44,$45.18,$44.61,$44.61,$46.15,$35.67,$35.22,$35.22,$61.12,$47.25,$46.65,$46.65,$6.67,$5.16,$5.09,$5.09,$11.3,$8.73,$8.62,$8.62,$11.78,$9.11,$8.99,$8.99,26/08/2021 20:55:23
$0,$0,$0,$0,$55.06,$48.13,$47.62,$47.62,$69.6,$60.84,$60.19,$60.19,$48.86,$42.71,$42.26,$42.26,$61.87,$54.08,$53.51,$53.51,$48.85,$42.7,$42.25,$42.25,$64.71,$56.56,$55.96,$55.96,$7.06,$6.17,$6.11,$6.11,$11.96,$10.45,$10.34,$10.34,$12.47,$10.9,$10.79,$10.79,26/08/2021 20:56:33
$0,$0,$0,$0,$55.19,$43.16,$42.65,$42.65,$69.76,$54.55,$53.91,$53.91,$48.98,$38.3,$37.85,$37.85,$62.01,$48.49,$47.92,$47.92,$48.96,$38.29,$37.84,$37.84,$64.86,$50.72,$50.12,$50.12,$7.08,$5.53,$5.47,$5.47,$11.99,$9.37,$9.26,$9.26,$12.5,$9.78,$9.66,$9.66,26/08/2021 20:57:41
$0,$0,$0,$0,$53.42,$48.04,$47.53,$47.53,$67.53,$60.72,$60.08,$60.08,$47.41,$42.63,$42.18,$42.18,$60.03,$53.98,$53.41,$53.41,$47.4,$42.62,$42.17,$42.17,$62.78,$56.45,$55.86,$55.86,$6.85,$6.16,$6.1,$6.1,$11.6,$10.43,$10.32,$10.32,$12.1,$10.88,$10.77,$10.77,26/08/2021 20:58:49
$0,$0,$0,$0,$65.44,$59.76,$59.26,$59.26,$82.72,$75.54,$74.9,$74.9,$58.07,$53.03,$52.58,$52.58,$73.53,$67.15,$66.58,$66.58,$58.06,$53.02,$52.57,$52.57,$76.9,$70.23,$69.63,$69.63,$8.39,$7.66,$7.6,$7.6,$14.21,$12.98,$12.87,$12.87,$14.83,$13.54,$13.42,$13.42,26/08/2021 20:59:57
$0,$0,$0,$0,$58.32,$48.57,$48.06,$48.06,$73.71,$61.39,$60.75,$60.75,$51.75,$43.1,$42.65,$42.65,$65.53,$54.57,$54,$54,$51.74,$43.09,$42.64,$42.64,$68.53,$57.07,$56.48,$56.48,$7.48,$6.23,$6.16,$6.16,$12.67,$10.55,$10.44,$10.44,$13.21,$11,$10.89,$10.89,26/08/2021 21:01:07
$0,$0,$0,$0,$65.22,$56.08,$55.57,$55.57,$82.43,$70.88,$70.24,$70.24,$57.87,$49.76,$49.31,$49.31,$73.28,$63.01,$62.44,$62.44,$57.86,$49.75,$49.3,$49.3,$76.64,$65.9,$65.3,$65.3,$8.36,$7.19,$7.13,$7.13,$14.16,$12.18,$12.07,$12.07,$14.77,$12.7,$12.59,$12.59,26/08/2021 21:02:15
$0,$0,$0,$0,$74.05,$63.57,$62.89,$62.89,$93.6,$80.35,$79.49,$79.49,$65.71,$56.41,$55.81,$55.81,$83.2,$71.43,$70.66,$70.66,$65.69,$56.4,$55.8,$55.8,$87.02,$74.7,$73.9,$73.9,$9.5,$8.15,$8.07,$8.07,$16.08,$13.81,$13.66,$13.66,$16.78,$14.4,$14.25,$14.25,26/08/2021 21:03:23
$0,$0,$0,$0,$77.83,$70.83,$70.33,$70.33,$98.37,$89.53,$88.89,$88.89,$69.07,$62.86,$62.41,$62.41,$87.45,$79.59,$79.02,$79.02,$69.05,$62.84,$62.39,$62.39,$91.46,$83.24,$82.64,$82.64,$9.98,$9.08,$9.02,$9.02,$16.9,$15.38,$15.27,$15.27,$17.63,$16.05,$15.93,$15.93,26/08/2021 21:04:31
$0,$0,$0,$0,$91.34,$71.04,$70.32,$70.32,$115.45,$89.8,$88.88,$88.88,$81.06,$63.04,$62.4,$62.4,$102.63,$79.82,$79.01,$79.01,$81.04,$63.03,$62.39,$62.39,$107.34,$83.48,$82.64,$82.64,$11.71,$9.11,$9.02,$9.02,$19.84,$15.43,$15.27,$15.27,$20.69,$16.09,$15.93,$15.93,26/08/2021 21:05:41
$0,$0,$0,$0,$73.23,$67.47,$66.97,$66.97,$92.56,$85.29,$84.65,$84.65,$64.98,$59.88,$59.43,$59.43,$82.28,$75.82,$75.24,$75.24,$64.97,$59.86,$59.41,$59.41,$86.05,$79.29,$78.69,$78.69,$9.39,$8.65,$8.59,$8.59,$15.9,$14.65,$14.54,$14.54,$16.59,$15.29,$15.17,$15.17,26/08/2021 21:06:49
$0,$0,$0,$0,$84.15,$67.6,$67.09,$67.09,$106.37,$85.44,$84.8,$84.8,$74.68,$59.99,$59.53,$59.53,$94.56,$75.95,$75.38,$75.38,$74.66,$59.97,$59.52,$59.52,$98.89,$79.43,$78.84,$78.84,$10.79,$8.67,$8.6,$8.6,$18.28,$14.68,$14.57,$14.57,$19.06,$15.31,$15.2,$15.2,26/08/2021 21:08:00
$0,$0,$0,$0,$71.48,$57.13,$56.37,$56.37,$90.35,$72.21,$71.25,$71.25,$63.43,$50.7,$50.03,$50.03,$80.31,$64.19,$63.34,$63.34,$63.41,$50.68,$50.01,$50.01,$83.99,$67.13,$66.24,$66.24,$9.17,$7.33,$7.23,$7.23,$15.52,$12.41,$12.24,$12.24,$16.19,$12.94,$12.77,$12.77,26/08/2021 21:09:10
$0,$0,$0,$0,$89.66,$72.79,$72.29,$72.29,$113.33,$92.01,$91.37,$91.37,$79.56,$64.6,$64.15,$64.15,$100.74,$81.79,$81.22,$81.22,$79.54,$64.58,$64.13,$64.13,$105.36,$85.54,$84.95,$84.95,$11.5,$9.34,$9.27,$9.27,$19.47,$15.81,$15.7,$15.7,$20.31,$16.49,$16.38,$16.38,26/08/2021 21:10:21
$0,$0,$0,$0,$90.03,$68.78,$68.28,$68.28,$113.79,$86.94,$86.3,$86.3,$79.89,$61.04,$60.59,$60.59,$101.15,$77.29,$76.72,$76.72,$79.87,$61.02,$60.58,$60.58,$105.79,$80.83,$80.24,$80.24,$11.55,$8.82,$8.76,$8.76,$19.55,$14.94,$14.83,$14.83,$20.4,$15.58,$15.47,$15.47,26/08/2021 21:11:30
$0,$0,$0,$0,$65.73,$61.87,$61.37,$61.37,$83.08,$78.21,$77.57,$77.57,$58.33,$54.91,$54.46,$54.46,$73.85,$69.52,$68.95,$68.95,$58.31,$54.89,$54.44,$54.44,$77.24,$72.71,$72.11,$72.11,$8.43,$7.93,$7.87,$7.87,$14.27,$13.44,$13.33,$13.33,$14.89,$14.02,$13.9,$13.9,26/08/2021 21:12:39
$0,$0,$0,$0,$66.06,$54.86,$54.36,$54.36,$83.49,$69.34,$68.71,$68.71,$58.62,$48.68,$48.24,$48.24,$74.22,$61.64,$61.08,$61.08,$58.6,$48.67,$48.22,$48.22,$77.62,$64.47,$63.88,$63.88,$8.47,$7.04,$6.97,$6.97,$14.35,$11.92,$11.81,$11.81,$14.96,$12.43,$12.31,$12.31,26/08/2021 21:13:50
$0,$0,$0,$0,$87.18,$65.64,$65.13,$65.13,$110.2,$82.97,$82.33,$82.33,$77.37,$58.25,$57.8,$57.8,$97.96,$73.75,$73.19,$73.19,$77.35,$58.23,$57.79,$57.79,$102.45,$77.13,$76.54,$76.54,$11.18,$8.42,$8.35,$8.35,$18.94,$14.26,$14.15,$14.15,$19.75,$14.87,$14.76,$14.76,26/08/2021 21:15:00
$0,$0,$0,$0,$69.83,$58.5,$57.99,$57.99,$88.27,$73.94,$73.3,$73.3,$61.97,$51.91,$51.46,$51.46,$78.46,$65.73,$65.16,$65.16,$61.95,$51.9,$51.45,$51.45,$82.06,$68.74,$68.15,$68.15,$8.96,$7.5,$7.44,$7.44,$15.17,$12.7,$12.6,$12.6,$15.82,$13.25,$13.14,$13.14,26/08/2021 21:16:08
$0,$0,$0,$0,$60.78,$49.8,$48.42,$48.42,$76.83,$62.94,$61.2,$61.2,$53.94,$44.19,$42.97,$42.97,$68.3,$55.95,$54.4,$54.4,$53.93,$44.18,$42.96,$42.96,$71.43,$58.52,$56.9,$56.9,$7.79,$6.39,$6.21,$6.21,$13.2,$10.82,$10.52,$10.52,$13.77,$11.28,$10.97,$10.97,26/08/2021 21:17:16
$0,$0,$0,$0,$55.95,$54.79,$54.29,$54.29,$70.72,$69.26,$68.62,$68.62,$49.65,$48.62,$48.18,$48.18,$62.87,$61.56,$61,$61,$49.64,$48.61,$48.16,$48.16,$65.75,$64.39,$63.8,$63.8,$7.17,$7.03,$6.96,$6.96,$12.15,$11.9,$11.79,$11.79,$12.68,$12.41,$12.3,$12.3,26/08/2021 21:18:24
$0,$0,$0,$0,$67.51,$52.87,$52.36,$52.36,$85.34,$66.82,$66.19,$66.19,$59.91,$46.91,$46.47,$46.47,$75.86,$59.4,$58.84,$58.84,$59.9,$46.9,$46.46,$46.46,$79.34,$62.12,$61.53,$61.53,$8.66,$6.78,$6.72,$6.72,$14.66,$11.48,$11.37,$11.37,$15.29,$11.98,$11.86,$11.86,26/08/2021 21:19:34
$0,$0,$0,$0,$66.29,$55.31,$54.81,$54.81,$83.79,$69.91,$69.28,$69.28,$58.82,$49.08,$48.64,$48.64,$74.48,$62.15,$61.58,$61.58,$58.81,$49.07,$48.63,$48.63,$77.9,$65,$64.41,$64.41,$8.5,$7.09,$7.03,$7.03,$14.4,$12.01,$11.9,$11.9,$15.02,$12.53,$12.42,$12.42,26/08/2021 21:20:42
$0,$0,$0,$0,$64.23,$47.47,$46.97,$46.97,$81.19,$60.01,$59.37,$59.37,$57,$42.13,$41.68,$41.68,$72.17,$53.34,$52.78,$52.78,$56.99,$42.12,$41.67,$41.67,$75.48,$55.79,$55.2,$55.2,$8.24,$6.09,$6.02,$6.02,$13.95,$10.31,$10.2,$10.2,$14.55,$10.76,$10.64,$10.64,26/08/2021 21:21:50
$0,$0,$0,$0,$42.76,$39.24,$38.44,$38.44,$54.05,$49.6,$48.58,$48.58,$37.95,$34.82,$34.11,$34.11,$48.05,$44.09,$43.19,$43.19,$37.94,$34.81,$34.1,$34.1,$50.25,$46.11,$45.17,$45.17,$5.48,$5.03,$4.93,$4.93,$9.29,$8.52,$8.35,$8.35,$9.69,$8.89,$8.71,$8.71,26/08/2021 21:23:00
$0,$0,$0,$0,$62.78,$50.49,$49.98,$49.98,$79.35,$63.81,$63.18,$63.18,$55.71,$44.8,$44.36,$44.36,$70.54,$56.73,$56.16,$56.16,$55.7,$44.79,$44.34,$44.34,$73.77,$59.33,$58.74,$58.74,$8.05,$6.47,$6.41,$6.41,$13.63,$10.97,$10.86,$10.86,$14.22,$11.44,$11.32,$11.32,26/08/2021 21:24:10
$0,$0,$0,$0,$56.27,$48.19,$47.44,$47.44,$71.12,$60.91,$59.96,$59.96,$49.93,$42.76,$42.1,$42.1,$63.22,$54.15,$53.3,$53.3,$49.92,$42.75,$42.09,$42.09,$66.12,$56.63,$55.74,$55.74,$7.22,$6.18,$6.08,$6.08,$12.22,$10.47,$10.3,$10.3,$12.75,$10.92,$10.75,$10.75,26/08/2021 21:25:19
$0,$0,$0,$0,$48.21,$45.7,$45.2,$45.2,$60.94,$57.77,$57.13,$57.13,$42.78,$40.56,$40.11,$40.11,$54.17,$51.35,$50.79,$50.79,$42.77,$40.54,$40.1,$40.1,$56.66,$53.7,$53.11,$53.11,$6.18,$5.86,$5.8,$5.8,$10.47,$9.93,$9.82,$9.82,$10.92,$10.35,$10.24,$10.24,26/08/2021 21:26:27
$0,$0,$0,$0,$59.54,$46.7,$46.2,$46.2,$75.26,$59.03,$58.4,$58.4,$52.84,$41.45,$41,$41,$66.9,$52.48,$51.91,$51.91,$52.83,$41.44,$40.99,$40.99,$69.97,$54.88,$54.29,$54.29,$7.64,$5.99,$5.93,$5.93,$12.93,$10.14,$10.03,$10.03,$13.49,$10.58,$10.47,$10.47,26/08/2021 21:27:36
$0,$0,$0,$0,$46.23,$35.68,$35.17,$35.17,$58.43,$45.1,$44.46,$44.46,$41.02,$31.66,$31.21,$31.21,$51.94,$40.09,$39.52,$39.52,$41.01,$31.65,$31.21,$31.21,$54.33,$41.92,$41.33,$41.33,$5.93,$4.58,$4.51,$4.51,$10.04,$7.75,$7.64,$7.64,$10.47,$8.08,$7.97,$7.97,26/08/2021 21:28:45
$0,$0,$0,$0,$46.34,$31.23,$30.07,$30.07,$58.58,$39.48,$38.01,$38.01,$41.13,$27.72,$26.69,$26.69,$52.07,$35.09,$33.79,$33.79,$41.12,$27.71,$26.68,$26.68,$54.46,$36.7,$35.34,$35.34,$5.94,$4.01,$3.86,$3.86,$10.07,$6.78,$6.53,$6.53,$10.5,$7.08,$6.81,$6.81,26/08/2021 21:29:53
$0,$0,$0,$0,$43.53,$41.28,$40.78,$40.78,$55.02,$52.18,$51.54,$51.54,$38.62,$36.63,$36.18,$36.18,$48.91,$46.38,$45.82,$45.82,$38.61,$36.62,$36.18,$36.18,$51.15,$48.51,$47.92,$47.92,$5.58,$5.29,$5.23,$5.23,$9.45,$8.97,$8.86,$8.86,$9.86,$9.35,$9.24,$9.24,26/08/2021 21:31:01
$0,$0,$0,$0,$64.9,$48.3,$47.79,$47.79,$82.03,$61.05,$60.41,$60.41,$57.59,$42.86,$42.41,$42.41,$72.92,$54.27,$53.7,$53.7,$57.58,$42.85,$42.4,$42.4,$76.26,$56.75,$56.16,$56.16,$8.32,$6.19,$6.13,$6.13,$14.1,$10.49,$10.38,$10.38,$14.7,$10.94,$10.83,$10.83,26/08/2021 21:32:11
$0,$0,$0,$0,$53.8,$41.23,$40.73,$40.73,$68,$52.11,$51.48,$51.48,$47.74,$36.59,$36.14,$36.14,$60.45,$46.33,$45.76,$45.76,$47.73,$36.58,$36.13,$36.13,$63.22,$48.45,$47.86,$47.86,$6.9,$5.29,$5.22,$5.22,$11.68,$8.95,$8.85,$8.85,$12.19,$9.34,$9.23,$9.23,26/08/2021 21:33:19
$0,$0,$0,$0,$57.24,$45.77,$44.89,$44.89,$72.35,$57.86,$56.74,$56.74,$50.79,$40.62,$39.84,$39.84,$64.31,$51.43,$50.44,$50.44,$50.78,$40.61,$39.83,$39.83,$67.26,$53.79,$52.75,$52.75,$7.34,$5.87,$5.76,$5.76,$12.43,$9.94,$9.75,$9.75,$12.97,$10.37,$10.17,$10.17,26/08/2021 21:34:27
$0,$0,$0,$0,$72.39,$53.78,$52.51,$52.51,$91.5,$67.98,$66.37,$66.37,$64.24,$47.73,$46.59,$46.59,$81.34,$60.43,$59,$59,$64.23,$47.72,$46.58,$46.58,$85.07,$63.2,$61.7,$61.7,$9.28,$6.9,$6.73,$6.73,$15.72,$11.68,$11.4,$11.4,$16.4,$12.18,$11.9,$11.9,26/08/2021 21:35:37
$0,$0,$0,$0,$72.9,$58.82,$58.32,$58.32,$92.15,$74.35,$73.72,$73.72,$64.69,$52.2,$51.75,$51.75,$81.91,$66.1,$65.53,$65.53,$64.68,$52.19,$51.74,$51.74,$85.67,$69.13,$68.53,$68.53,$9.35,$7.54,$7.48,$7.48,$15.83,$12.78,$12.67,$12.67,$16.52,$13.33,$13.21,$13.21,26/08/2021 21:36:47
$0,$0,$0,$0,$65.91,$54.96,$54.2,$54.2,$83.31,$69.47,$68.51,$68.51,$58.49,$48.77,$48.1,$48.1,$74.05,$61.75,$60.91,$60.91,$58.47,$48.76,$48.09,$48.09,$77.45,$64.58,$63.7,$63.7,$8.45,$7.05,$6.95,$6.95,$14.31,$11.94,$11.77,$11.77,$14.93,$12.45,$12.28,$12.28,26/08/2021 21:37:57
$0,$0,$0,$0,$72.03,$60.2,$59.7,$59.7,$91.04,$76.09,$75.46,$75.46,$63.92,$53.42,$52.98,$52.98,$80.93,$67.64,$67.08,$67.08,$63.9,$53.41,$52.96,$52.96,$84.64,$70.74,$70.15,$70.15,$9.24,$7.72,$7.66,$7.66,$15.64,$13.08,$12.97,$12.97,$16.32,$13.64,$13.52,$13.52,26/08/2021 21:39:08
$0,$0,$0,$0,$57.97,$52.93,$52.43,$52.43,$73.28,$66.91,$66.27,$66.27,$51.45,$46.97,$46.53,$46.53,$65.14,$59.48,$58.91,$58.91,$51.43,$46.96,$46.51,$46.51,$68.13,$62.2,$61.61,$61.61,$7.43,$6.79,$6.72,$6.72,$12.59,$11.5,$11.39,$11.39,$13.13,$11.99,$11.88,$11.88,26/08/2021 21:40:16
$0,$0,$0,$0,$64,$55.18,$54.67,$54.67,$80.89,$69.74,$69.1,$69.1,$56.79,$48.96,$48.52,$48.52,$71.91,$62,$61.43,$61.43,$56.78,$48.95,$48.5,$48.5,$75.21,$64.84,$64.25,$64.25,$8.21,$7.08,$7.01,$7.01,$13.9,$11.98,$11.87,$11.87,$14.5,$12.5,$12.39,$12.39,26/08/2021 21:41:25
$0,$0,$0,$0,$54.01,$47.15,$46.64,$46.64,$68.27,$59.59,$58.96,$58.96,$47.93,$41.84,$41.39,$41.39,$60.69,$52.97,$52.41,$52.41,$47.92,$41.83,$41.38,$41.38,$63.47,$55.4,$54.81,$54.81,$6.93,$6.05,$5.98,$5.98,$11.73,$10.24,$10.13,$10.13,$12.24,$10.68,$10.57,$10.57,26/08/2021 21:42:35
$0,$0,$0,$0,$61.93,$52.57,$52.07,$52.07,$78.28,$66.45,$65.81,$65.81,$54.96,$46.65,$46.21,$46.21,$69.58,$59.07,$58.5,$58.5,$54.94,$46.64,$46.19,$46.19,$72.77,$61.78,$61.19,$61.19,$7.94,$6.74,$6.68,$6.68,$13.45,$11.42,$11.31,$11.31,$14.03,$11.91,$11.8,$11.8,26/08/2021 21:43:45
$0,$0,$0,$0,$64.65,$54.38,$53.87,$53.87,$81.71,$68.73,$68.09,$68.09,$57.37,$48.25,$47.81,$47.81,$72.64,$61.1,$60.53,$60.53,$57.35,$48.24,$47.79,$47.79,$75.97,$63.9,$63.3,$63.3,$8.29,$6.97,$6.91,$6.91,$14.04,$11.81,$11.7,$11.7,$14.65,$12.32,$12.2,$12.2,26/08/2021 21:44:54
$0,$0,$0,$0,$56.42,$44.81,$44.31,$44.31,$71.31,$56.64,$56.01,$56.01,$50.07,$39.77,$39.32,$39.32,$63.39,$50.35,$49.79,$49.79,$50.05,$39.76,$39.31,$39.31,$66.3,$52.66,$52.07,$52.07,$7.24,$5.75,$5.68,$5.68,$12.25,$9.73,$9.62,$9.62,$12.78,$10.15,$10.04,$10.04,26/08/2021 21:46:02
$0,$0,$0,$0,$50.44,$44.9,$44.4,$44.4,$63.75,$56.76,$56.12,$56.12,$44.76,$39.85,$39.4,$39.4,$56.67,$50.45,$49.89,$49.89,$44.75,$39.84,$39.39,$39.39,$59.27,$52.76,$52.17,$52.17,$6.47,$5.76,$5.69,$5.69,$10.95,$9.75,$9.64,$9.64,$11.43,$10.17,$10.06,$10.06,26/08/2021 21:47:10
$0,$0,$0,$0,$56.6,$49.31,$48.8,$48.8,$71.54,$62.33,$61.69,$61.69,$50.23,$43.76,$43.31,$43.31,$63.6,$55.4,$54.84,$54.84,$50.22,$43.75,$43.3,$43.3,$66.51,$57.94,$57.35,$57.35,$7.26,$6.32,$6.26,$6.26,$12.29,$10.71,$10.6,$10.6,$12.82,$11.17,$11.06,$11.06,26/08/2021 21:48:20
$0,$0,$0,$0,$46.53,$38.25,$37.74,$37.74,$58.82,$48.34,$47.7,$47.7,$41.29,$33.94,$33.49,$33.49,$52.28,$42.97,$42.41,$42.41,$41.28,$33.93,$33.48,$33.48,$54.68,$44.94,$44.35,$44.35,$5.97,$4.9,$4.84,$4.84,$10.11,$8.31,$8.2,$8.2,$10.54,$8.66,$8.55,$8.55,26/08/2021 21:49:32
$0,$0,$0,$0,$60.01,$47.26,$46.76,$46.76,$75.86,$59.74,$59.1,$59.1,$53.26,$41.94,$41.49,$41.49,$67.43,$53.1,$52.54,$52.54,$53.24,$41.93,$41.48,$41.48,$70.52,$55.54,$54.94,$54.94,$7.7,$6.06,$6,$6,$13.03,$10.27,$10.16,$10.16,$13.6,$10.71,$10.59,$10.59,26/08/2021 21:50:43
$0,$0,$0,$0,$53.09,$45.07,$44.56,$44.56,$67.11,$56.96,$56.32,$56.32,$47.11,$39.99,$39.54,$39.54,$59.66,$50.64,$50.07,$50.07,$47.1,$39.98,$39.53,$39.53,$62.39,$52.96,$52.36,$52.36,$6.81,$5.78,$5.71,$5.71,$11.53,$9.79,$9.68,$9.68,$12.03,$10.21,$10.09,$10.09,26/08/2021 21:51:54
$0,$0,$0,$0,$46.74,$31.56,$30.83,$30.83,$59.07,$39.89,$38.97,$38.97,$41.47,$28.01,$27.36,$27.36,$52.51,$35.46,$34.65,$34.65,$41.46,$28,$27.36,$27.36,$54.92,$37.09,$36.23,$36.23,$5.99,$4.05,$3.95,$3.95,$10.15,$6.85,$6.7,$6.7,$10.59,$7.15,$6.99,$6.99,26/08/2021 21:53:03
$0,$0,$0,$0,$51.73,$38.93,$37.83,$37.83,$65.38,$49.2,$47.81,$47.81,$45.9,$34.54,$33.57,$33.57,$58.12,$43.74,$42.5,$42.5,$45.89,$34.54,$33.56,$33.56,$60.78,$45.74,$44.45,$44.45,$6.63,$4.99,$4.85,$4.85,$11.23,$8.45,$8.22,$8.22,$11.72,$8.82,$8.57,$8.57,26/08/2021 21:54:13
$0,$0,$0,$0,$38.87,$36.52,$36.01,$36.01,$49.13,$46.16,$45.52,$45.52,$34.49,$32.41,$31.96,$31.96,$43.68,$41.03,$40.46,$40.46,$34.48,$32.4,$31.95,$31.95,$45.68,$42.91,$42.32,$42.32,$4.98,$4.68,$4.62,$4.62,$8.44,$7.93,$7.82,$7.82,$8.81,$8.27,$8.16,$8.16,26/08/2021 21:55:24
